claim_number,age_of_driver,sex,marital_status,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,police_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
18571,55,F,1,96,115440,1,1,Own,85005,2019-06-16,Sunday,Parking Lot,0,0,100,Broker,1,5368.71,1,Medium,10206.53,blue,2010,0
18572,25,F,1,66,75955,1,0,Rent,50010,2020-07-07,Tuesday,Local,0,0,16,Broker,0,10868.97,6,Large,16707.75,white,3046,0
18573,32,M,0,67,88280,1,0,Own,15035,2019-03-05,Tuesday,Parking Lot,0,0,50,Broker,1,9114.69,2,Large,19107.35,other,4486,0
18574,38,F,1,88,96855,1,1,Own,20101,2020-05-08,Friday,Local,0,0,54,Phone,0,4337.67,4,Compact,17824.46,gray,1307,0
18575,48,M,0,80,108620,1,1,Rent,50039,2020-05-28,Thursday,Highway,1,0,36,Broker,0,1151.96,8,Compact,31815.65,red,1059,1
18576,49,M,1,87,109625,1,1,Own,85013,2020-06-18,Thursday,Highway,1,1,30,Phone,1,5746.31,4,Medium,9829.72,blue,1827,0
18577,45,F,0,42,105400,1,1,Rent,15046,2020-03-15,Sunday,Parking Lot,0,0,66,Broker,1,5538.27,4,Medium,52375.73,white,1810,0
18578,41,M,1,62,100635,1,0,Own,80011,2018-12-21,Friday,Local,0,1,17,Broker,0,8182.12,7,Large,16482.09,black,3167,0
18579,52,M,1,57,112590,0,1,Own,20152,2019-09-04,Wednesday,Highway,0,1,58,Broker,1,5012.57,5,Medium,34531.64,silver,1737,0
18580,46,M,1,75,106395,1,1,Rent,85016,2020-07-21,Tuesday,Local,4,0,1,Broker,1,5541.30,4,Medium,21276.75,blue,2243,1
18581,36,M,1,53,94205,1,1,Own,80022,2019-06-15,Saturday,Highway,0,0,5,Broker,0,5282.87,3,Large,21270.88,black,3178,0
18582,33,F,0,90,89815,1,1,Own,85072,2020-03-18,Wednesday,Parking Lot,0,0,68,Phone,0,8405.98,6,Large,56686.97,silver,4322,0
18583,28,F,0,91,81720,1,0,Own,20101,2019-11-04,Monday,Local,0,0,0,Online,1,3838.50,9,Large,37021.92,gray,3554,0
18584,55,F,1,67,115340,0,1,Own,50027,2019-01-26,Saturday,Local,0,0,100,Phone,0,9838.97,6,Medium,8959.26,white,2163,0
18585,37,M,1,92,95485,0,1,Own,20120,2019-06-07,Friday,Parking Lot,0,1,18,Broker,1,5293.48,6,Medium,8283.14,gray,1539,0
18586,26,M,1,95,77935,,1,Rent,,2020-10-29,Thursday,Local,0,0,5,Online,0,3636.40,5,Large,17941.79,other,3218,0
18587,58,M,1,61,118025,1,1,Rent,20143,2019-08-16,Friday,Local,4,0,80,Broker,1,3481.36,5,Medium,9043.29,black,2950,0
18588,43,M,1,86,102990,0,0,Rent,20124,2019-03-23,Saturday,Parking Lot,0,0,1,Broker,1,5450.06,8,Medium,11376.93,silver,2293,0
18589,40,F,1,76,99375,1,1,Own,20160,2020-06-06,Saturday,Parking Lot,0,0,86,Phone,1,6532.22,5,Large,30010.15,red,3258,0
18590,45,F,1,73,105395,1,0,Rent,50005,2019-12-17,Tuesday,Local,0,0,71,Online,0,5255.05,3,Compact,37301.9,blue,1154,0
18591,34,F,1,70,91255,1,0,Own,80047,2020-03-13,Friday,Parking Lot,0,0,94,Broker,1,6406.62,7,Large,12098.76,other,3248,0
18592,37,F,1,89,95570,0,1,Own,50007,2019-05-24,Friday,Local,0,0,55,Broker,0,6270.62,6,Compact,10179.78,other,1443,0
18593,39,F,1,46,98140,0,0,Own,80026,2019-09-21,Saturday,Highway,0,1,82,Broker,1,6556.07,7,Medium,17821.66,black,1538,0
18594,33,F,1,68,89870,1,1,Own,85078,2020-01-23,Thursday,Parking Lot,4,0,37,Phone,1,3153.77,8,Medium,13032.64,silver,2934,1
18595,42,F,1,92,101865,1,1,Own,80042,2020-09-02,Wednesday,Local,0,0,56,Phone,0,2313.70,5,Medium,29408.46,red,1761,0
18596,29,M,0,71,83260,1,1,Rent,50021,2019-03-14,Thursday,Parking Lot,0,0,79,Broker,1,3394.84,8,Medium,29745.65,gray,1936,0
18597,142,F,1,70,101820,1,1,Own,85025,2019-07-06,Saturday,Parking Lot,0,0,17,Online,0,7065.49,4,Medium,25071.33,red,2234,0
18598,36,M,1,62,94205,0,1,Own,20141,2019-12-10,Tuesday,Local,1,0,14,Phone,1,8792.80,5,Medium,23646.5,black,1524,1
18599,39,F,1,66,98150,1,1,Rent,15003,2019-12-30,Monday,Local,0,0,18,Broker,0,7982.46,6,Medium,34914.32,red,2074,0
18600,34,F,0,25,91300,1,1,Own,15010,2020-05-25,Monday,Local,0,0,71,Online,1,6644.76,6,Medium,15486.67,other,1766,0
18601,42,M,0,53,101875,1,0,Rent,85012,2020-10-06,Tuesday,Local,0,0,65,Broker,0,3645.23,3,Medium,32646.59,red,2050,0
18602,37,F,0,61,95600,0,0,Own,85030,2020-02-28,Friday,Local,0,0,6,Phone,1,3029.69,2,Compact,16567.41,other,1345,1
18603,61,F,1,78,120480,0,0,Own,50054,2019-04-24,Wednesday,Highway,0,0,100,Online,1,2631.81,8,Medium,10529.77,silver,2819,0
18604,48,M,1,55,108545,0,1,Own,85030,2020-11-06,Friday,Local,3,1,96,Phone,1,12584.94,2,Medium,35415.97,blue,1727,0
18605,37,F,0,77,95540,1,1,Rent,85001,2019-03-24,Sunday,Local,0,0,8,Phone,0,6227.59,3,Compact,18927.76,other,1226,0
18606,37,F,1,72,95430,1,0,Own,15055,2020-04-28,Tuesday,Parking Lot,1,1,50,Phone,1,3864.70,3,Compact,23904.56,white,1238,0
18607,51,F,1,19,111560,1,1,Own,20164,2019-04-30,Tuesday,Local,0,1,0,Phone,0,6241.99,1,Large,10265.89,blue,3085,0
18608,27,F,1,81,79780,1,0,Rent,80106,2020-04-25,Saturday,Highway,0,1,90,Online,1,3484.82,2,Medium,23736.43,black,2829,0
18609,60,M,1,85,119795,1,0,Rent,85079,2019-04-04,Thursday,Highway,1,1,100,Broker,1,3349.53,5,Large,43389.13,black,3058,0
18610,37,M,1,75,95565,1,0,Rent,85070,2020-05-08,Friday,Highway,2,1,0,Phone,1,4178.48,5,Medium,8755.37,blue,2867,1
18611,72,F,1,77,128890,0,1,Rent,85082,2019-10-17,Thursday,Highway,0,0,0,Broker,0,5017.98,2,Medium,18726.45,other,2209,0
18612,41,F,,93,100700,0,1,Own,20121,2018-12-18,Tuesday,Local,0,1,36,Phone,1,7076.68,7,Medium,13172.14,red,2528,0
18613,33,F,0,89,89700,,0,Own,80005,2019-12-05,Thursday,Local,0,0,99,Broker,0,12882.63,5,Compact,39911.89,white,1296,0
18614,50,F,0,61,110620,0,0,Own,20136,2019-09-01,Sunday,Parking Lot,1,0,96,Broker,1,4156.46,7,Medium,15370.47,gray,1527,0
18615,26,M,1,83,77870,1,0,Own,50040,2019-04-29,Monday,Local,1,1,0,Online,1,5294.97,3,Compact,13077.57,blue,1360,0
18616,45,M,0,69,105365,1,0,Rent,15035,2019-12-10,Tuesday,Parking Lot,0,0,3,Broker,1,5342.59,1,Compact,33224.8,black,1295,0
18617,38,F,1,71,96880,1,0,Rent,80104,2020-03-02,Monday,Parking Lot,0,0,51,Phone,1,4596.09,5,Large,10443.25,other,3350,0
18618,43,M,1,71,103060,1,1,Rent,,2019-07-13,Saturday,Parking Lot,0,0,50,Broker,0,5762.16,4,Large,19563.05,red,3786,0
18619,54,M,1,72,114460,1,1,Rent,50001,2019-09-24,Tuesday,Local,0,0,50,Broker,1,1707.54,5,Medium,10643.41,silver,1664,1
18620,40,M,1,54,99420,1,1,Rent,50005,2020-02-06,Thursday,Parking Lot,0,0,15,Phone,1,1609.58,4,Medium,24736.9,black,2756,1
18621,40,F,1,68,99400,1,1,Own,80102,2020-07-05,Sunday,Highway,0,0,2,Broker,0,2660.93,3,Medium,14092.58,silver,2920,0
18622,59,M,1,63,118940,0,0,Own,85050,2018-12-05,Wednesday,Highway,1,0,64,Phone,1,6780.88,2,Large,16743.81,gray,3150,0
18623,23,F,0,93,71780,1,0,Rent,85027,2019-09-20,Friday,Local,1,0,0,Online,0,5576.05,7,Large,9608.69,blue,3588,0
18624,48,F,1,52,108530,1,0,Rent,50002,2019-03-28,Thursday,Local,0,1,64,Broker,1,3799.16,5,Medium,41015.14,blue,2661,0
18625,36,M,1,83,94140,1,1,Own,15001,2020-05-25,Monday,Local,0,1,88,Broker,1,3585.40,7,Medium,9380.13,other,2459,0
18626,45,F,0,59,105295,1,1,Own,50022,2019-01-04,Friday,Parking Lot,0,0,63,Broker,0,6049.07,4,Medium,19441.53,black,1769,0
18627,59,F,1,75,118955,1,0,Own,80040,2019-03-22,Friday,Local,2,0,43,Phone,0,3931.09,4,Medium,29568.83,black,1572,1
18628,41,F,0,46,100700,0,0,Rent,80023,2018-12-01,Saturday,Highway,0,0,95,Broker,0,7395.37,5,Large,25116.08,black,3937,0
18629,35,F,1,80,92805,1,1,Rent,15053,2019-05-21,Tuesday,Parking Lot,2,0,92,Broker,1,6766.35,4,Medium,15169.03,silver,2232,0
18630,37,M,0,52,95605,1,1,Rent,20102,2019-02-07,Thursday,Parking Lot,3,0,12,Phone,1,6085.84,3,Medium,39156.96,red,2938,0
18631,38,M,1,87,96895,0,1,Rent,50003,2020-06-22,Monday,Parking Lot,2,0,24,Phone,1,6361.49,11,Large,14415.88,gray,3423,0
18632,35,M,1,64,92800,1,1,Rent,85024,2019-09-30,Monday,Local,1,1,100,Broker,1,4047.87,7,Medium,14130.13,black,2936,1
18633,55,F,1,75,115320,0,1,Own,15038,2019-01-11,Friday,Highway,0,0,98,Phone,1,5600.52,4,Large,20842.26,black,3682,0
18634,38,F,1,55,96915,0,1,Own,15037,2020-11-16,Monday,Local,1,1,24,Broker,1,4316.27,6,Medium,24823.2,black,2357,0
18635,26,M,1,49,77795,1,0,Rent,50022,2019-12-19,Thursday,Local,2,0,33,Online,1,4122.10,3,Large,16723.17,red,3126,1
18636,49,F,0,60,109685,1,1,Own,15012,2020-01-04,Saturday,Highway,0,1,61,Broker,1,2442.72,9,Medium,3123.5,black,1729,0
18637,59,M,1,62,118895,1,1,Rent,80027,2019-11-12,Tuesday,Local,2,0,15,Phone,1,5562.61,5,Medium,16940.7,white,2697,0
18638,54,M,1,73,114415,1,1,Own,85034,2019-04-10,Wednesday,Parking Lot,2,0,26,Broker,1,4901.92,11,Medium,5740.63,white,2290,1
18639,42,M,1,79,101805,1,1,Own,15022,2019-11-08,Friday,Parking Lot,1,0,68,Broker,0,1778.31,3,Large,23759.28,white,4210,1
18640,47,M,1,81,107580,0,1,Own,50001,2019-05-15,Wednesday,Parking Lot,0,1,77,Broker,0,2491.07,6,Medium,22905.48,white,2036,0
18641,47,M,1,79,107460,1,0,Own,80030,2020-04-21,Tuesday,Parking Lot,0,0,87,Broker,1,6805.50,5,Large,17276.06,red,3149,0
18642,84,F,1,80,136510,1,0,Rent,80005,2019-06-22,Saturday,Local,1,0,2,Broker,0,1679.24,5,Medium,30709.57,other,1572,1
18643,27,M,0,87,79800,1,0,Rent,85077,2019-06-16,Sunday,Local,0,0,78,Online,1,5266.94,5,Medium,27735.3,blue,2924,0
18644,43,F,1,62,103060,0,1,Rent,85051,2019-03-12,Tuesday,Local,1,0,51,Phone,0,10010.60,7,Medium,17606.1,other,2771,0
18645,38,F,0,84,96935,0,0,Rent,85072,2020-01-21,Tuesday,Local,0,0,14,Broker,0,7761.44,4,Large,15930.55,blue,3958,1
18646,37,F,1,66,95605,0,1,Rent,85070,2020-09-04,Friday,Local,0,0,0,Broker,1,2726.94,7,Medium,25451.16,silver,1991,1
18647,54,F,0,62,114400,0,0,Own,50005,2019-11-17,Sunday,Local,0,0,49,Phone,1,3802.95,9,Large,32441.42,white,3111,0
18648,50,M,1,76,110645,1,1,Own,80003,2019-02-11,Monday,Highway,0,0,42,Broker,1,6947.36,3,Large,15988.87,gray,3940,1
18649,44,M,0,58,104220,1,0,Rent,,2019-11-30,Saturday,Other,0,1,35,Broker,1,6200.38,6,Medium,20722.33,black,2200,1
18650,36,F,1,82,94165,0,1,Own,50025,2019-08-30,Friday,Local,2,0,96,Broker,0,6848.59,8,Large,17130.05,white,3300,0
18651,48,F,0,65,108600,0,1,Own,15006,2019-01-04,Friday,Highway,2,0,28,Phone,1,9300.48,7,Medium,6846.57,blue,2132,1
18652,21,F,0,64,67315,1,1,Rent,15022,2020-05-30,Saturday,Parking Lot,1,1,80,Online,1,4148.17,4,Medium,15537.03,white,2025,1
18653,45,M,1,68,105295,0,0,Own,85067,2019-11-08,Friday,Local,0,0,29,Broker,0,4790.17,6,Medium,28430.05,blue,2262,0
18654,43,F,0,62,103075,1,1,Own,80106,2019-03-14,Thursday,Local,0,0,40,Broker,0,11286.07,7,Medium,4692.81,other,2638,0
18655,25,M,0,95,76045,1,0,Rent,50050,2019-01-29,Tuesday,Local,0,1,73,Online,0,6928.80,3,Compact,20670.01,gray,1017,0
18656,25,F,0,87,75900,1,1,Own,15009,2019-08-30,Friday,Parking Lot,0,0,2,Online,1,11119.90,6,Medium,21299.29,other,2431,0
18657,46,M,1,87,106395,0,0,Own,15054,2020-02-12,Wednesday,Parking Lot,0,0,56,Broker,1,2064.30,3,Large,17834.4,black,4032,1
18658,41,M,1,83,100675,1,1,Own,20146,2019-06-28,Friday,Local,0,0,98,Phone,1,1658.30,8,Compact,11311.93,white,1026,1
18659,45,F,1,73,105290,1,1,Own,20139,2019-02-10,Sunday,Parking Lot,0,0,96,Phone,1,3698.56,3,Compact,14691.28,gray,1353,0
18660,61,M,1,80,120545,0,0,Own,15025,2019-02-02,Saturday,Parking Lot,0,0,31,Broker,0,4726.68,1,Medium,32942.8,gray,2177,0
18661,43,F,1,91,103010,1,1,Own,85032,2019-11-26,Tuesday,Parking Lot,0,0,70,Broker,0,2102.95,6,Large,22753.51,silver,3103,0
18662,44,M,1,63,104170,1,0,Rent,80014,2020-09-01,Tuesday,Highway,0,1,10,Broker,1,6318.91,3,Medium,19765.03,other,2826,0
18663,50,F,1,74,110560,1,1,Own,20119,2019-12-08,Sunday,Local,1,1,100,Broker,1,4694.81,4,Medium,40113.42,black,2772,0
18664,39,M,1,90,98165,0,0,Rent,50047,2019-02-25,Monday,Highway,0,0,3,Phone,1,7204.04,7,Medium,14728.18,gray,1624,0
18665,27,M,0,57,79805,1,0,Rent,15001,2020-06-16,Tuesday,Parking Lot,1,0,8,Online,0,6441.82,3,Medium,23475.95,silver,1676,0
18666,43,F,0,80,103065,1,0,Rent,85036,2019-05-25,Saturday,Parking Lot,0,0,50,Broker,0,3831.68,5,Compact,42272.36,other,1104,0
18667,37,F,1,84,95590,1,0,Own,20149,2019-05-11,Saturday,Parking Lot,0,0,97,Phone,1,4138.94,5,Medium,57470.18,other,2706,0
18668,35,M,0,79,92750,1,1,Own,85070,2019-12-15,Sunday,Local,0,0,95,Broker,0,6202.33,2,Medium,12228.13,gray,1885,0
18669,35,F,0,63,92785,0,1,Rent,50008,2019-10-13,Sunday,Highway,0,1,14,Broker,1,2223.93,5,Large,19455.04,blue,4783,0
18670,48,F,1,73,108475,1,1,Own,85030,2019-04-07,Sunday,Local,0,0,50,Broker,0,5157.53,4,Medium,11197.64,gray,1712,0
18671,57,F,0,71,117170,1,1,Own,80025,2020-09-23,Wednesday,Local,1,0,14,Broker,0,7794.88,9,Compact,16973.03,red,1061,1
18672,32,F,1,57,88345,0,0,Own,20109,2020-07-08,Wednesday,Local,0,0,50,Broker,1,8570.85,8,Large,48890.24,white,3407,0
18673,41,M,1,66,100635,0,1,Own,85009,2019-02-12,Tuesday,Highway,0,0,68,Phone,1,3246.81,6,Large,57457.44,silver,3454,0
18674,46,M,1,87,106380,1,1,Own,50028,2020-08-01,Saturday,Parking Lot,0,1,82,Phone,1,4242.04,4,Medium,26747.23,black,2056,0
18675,43,M,0,48,103030,1,1,Own,85014,2019-09-14,Saturday,Local,4,0,29,Phone,1,7915.84,5,Compact,35733.23,red,1267,1
18676,64,F,0,89,122950,1,1,Own,85016,2020-11-28,Saturday,Local,1,0,97,Phone,1,2734.84,2,Medium,10294.18,blue,1750,0
18677,39,F,1,74,98160,1,1,Rent,20103,2019-10-12,Saturday,Highway,1,0,96,Broker,0,5035.41,4,Compact,10711.11,red,1460,0
18678,36,F,0,71,94130,1,0,Own,50028,2020-03-10,Tuesday,Local,0,0,94,Broker,1,9233.67,4,Medium,37273.66,black,2489,0
18679,25,F,0,82,75935,1,0,Own,15053,2020-08-13,Thursday,Local,0,0,91,Online,1,4062.85,6,Medium,9204.32,blue,1554,0
18680,49,M,0,92,109605,1,0,Own,85019,2019-06-26,Wednesday,Parking Lot,0,0,96,Broker,1,5037.82,2,Medium,28889.6,other,1679,0
18681,54,F,1,25,114495,1,0,Own,80041,2020-08-06,Thursday,Local,2,0,45,Broker,1,5108.54,3,Large,28401.52,gray,10793,1
18682,44,F,0,86,104095,1,0,Rent,50054,2019-09-28,Saturday,Local,0,0,43,Broker,0,1854.43,7,Medium,20120.85,white,2968,0
18683,52,M,1,68,112525,0,0,Own,15021,2020-02-13,Thursday,Local,0,0,51,Phone,1,981.29,4,Medium,11441.86,red,2345,1
18684,54,F,1,78,114440,1,1,Own,,2020-04-06,Monday,Local,0,0,7,Broker,0,3162.16,3,Medium,52193.02,other,1811,0
18685,43,M,1,79,103065,1,1,Rent,80033,2020-10-28,Wednesday,Local,0,0,42,Broker,1,5806.14,4,Medium,18128.87,silver,2493,0
18686,27,F,1,73,79750,1,1,Rent,85048,2020-11-02,Monday,Local,0,0,60,Online,1,2013.52,4,Compact,7780.96,gray,1300,1
18687,44,F,1,77,104310,0,0,Rent,85021,2019-08-18,Sunday,Local,0,0,50,Phone,1,6169.37,5,Medium,32349.62,gray,2768,1
18688,42,M,1,85,101830,0,0,Own,20158,2019-03-14,Thursday,Local,0,0,8,Broker,0,4402.33,6,Large,32830.58,silver,5164,0
18689,56,M,0,49,116260,1,1,Rent,15009,2020-11-04,Wednesday,Local,1,0,77,Broker,1,1513.49,4,Compact,15274.35,silver,1288,1
18690,38,F,0,65,96870,1,1,Own,20135,2019-09-14,Saturday,Local,0,0,84,Online,0,4844.90,4,Compact,,blue,1464,0
18691,48,F,0,79,108635,1,1,Rent,20156,2020-05-31,Sunday,Local,0,0,66,Broker,0,3290.24,2,Medium,35147.55,gray,1940,0
18692,41,M,1,91,100695,0,1,Own,15022,2020-08-22,Saturday,Parking Lot,0,0,23,Broker,0,5199.82,5,Compact,22605.54,black,1469,1
18693,56,F,0,59,116270,1,0,Own,85029,2020-08-02,Sunday,Parking Lot,0,0,7,Broker,1,5943.66,4,Medium,21695.41,black,2420,0
18694,35,F,1,83,92870,0,1,Rent,50020,2019-12-14,Saturday,Local,0,0,75,Broker,0,3235.62,3,Compact,15585.14,black,1330,0
18695,32,F,0,73,88220,1,0,Rent,50009,2019-01-17,Thursday,Local,2,0,1,Broker,1,1417.85,8,Medium,12649.21,white,1833,1
18696,131,M,1,76,86690,1,1,Own,80045,2020-02-03,Monday,Local,0,1,55,Broker,1,4316.83,3,Medium,31090.89,red,2344,0
18697,50,M,1,66,110555,1,1,Rent,50010,2019-05-17,Friday,Highway,2,1,100,Broker,1,4536.35,5,Medium,46965.31,white,2146,0
18698,28,F,1,80,81635,1,1,Rent,20135,2020-01-08,Wednesday,Local,0,0,84,Online,0,9169.15,5,Large,13021.91,red,4845,0
18699,24,F,1,76,73960,1,0,Rent,15035,2020-01-19,Sunday,Local,0,1,100,Online,1,2240.46,5,Large,11428.55,white,3471,1
18700,39,F,1,70,98175,1,1,Rent,85004,2018-12-30,Sunday,Local,1,1,1,Online,1,8011.41,2,Medium,9234.98,white,1668,0
18701,44,M,1,85,104220,1,0,Own,20160,2020-01-24,Friday,Local,1,0,55,Broker,1,3752.08,5,Large,19965.64,gray,3532,1
18702,31,M,0,83,86695,1,1,Own,20121,2019-09-07,Saturday,Parking Lot,2,0,93,Broker,1,2054.28,5,Medium,45181.2,red,2556,1
18703,31,F,1,55,86715,0,1,Rent,,2020-05-19,Tuesday,Local,0,0,51,Phone,0,8877.00,10,Large,,black,3957,0
18704,35,M,0,78,92765,1,1,Rent,80033,2019-03-15,Friday,Highway,0,1,2,Phone,1,3172.22,4,Medium,22248.72,red,2835,0
18705,32,M,0,55,88320,0,1,Rent,20160,2020-10-02,Friday,Parking Lot,1,0,96,Broker,1,7840.46,7,Medium,62969.48,silver,2294,0
18706,54,M,1,71,114525,0,0,Rent,85076,2019-12-17,Tuesday,Parking Lot,1,0,100,Online,0,11097.65,3,Compact,25822.47,silver,1365,0
18707,29,F,0,83,83330,0,1,Rent,85064,2019-02-18,Monday,Parking Lot,0,1,61,Online,0,5745.72,5,Large,14714.52,silver,6360,0
18708,39,M,1,66,98125,1,0,Rent,85018,2020-03-21,Saturday,Local,3,0,9,Phone,1,2113.52,4,Medium,24873.63,white,2265,0
18709,34,M,1,90,91335,1,1,Own,15005,2020-04-18,Saturday,Local,2,1,25,Phone,1,4746.85,0,Medium,15379.53,silver,2874,1
18710,24,M,0,80,73925,1,0,Own,85001,2019-04-23,Tuesday,Highway,1,0,15,Phone,0,2799.59,6,Medium,28835.53,gray,2568,0
18711,49,F,0,71,109540,1,1,Own,20159,2020-04-12,Sunday,Parking Lot,0,1,92,Phone,1,5861.34,8,Medium,40841.76,black,1511,0
18712,50,F,1,81,110545,1,0,Own,50001,2019-07-15,Monday,Parking Lot,4,0,51,Phone,1,4397.61,8,Medium,8367.43,red,1553,1
18713,54,M,1,83,114480,1,0,Own,20116,2020-08-14,Friday,Highway,0,0,7,Phone,0,1841.30,4,Medium,16744.63,white,2096,0
18714,51,F,0,59,111530,0,1,Own,80013,2019-07-17,Wednesday,Local,0,0,25,Phone,1,7535.99,9,Medium,30760.03,white,2447,1
18715,34,M,1,70,91300,1,1,Own,80014,2019-10-05,Saturday,Highway,1,0,30,Broker,1,3617.02,5,Medium,12140.94,blue,2163,0
18716,42,F,0,77,1,1,1,Rent,85035,2019-02-20,Wednesday,Local,1,0,2,Phone,1,5639.18,5,Medium,40695.77,red,2319,0
18717,30,F,0,88,84955,1,0,Own,50010,2019-04-19,Friday,Local,3,1,28,Broker,1,2908.92,5,Medium,17583.24,red,2409,1
18718,37,M,1,68,95655,1,1,Own,15012,2020-03-16,Monday,Parking Lot,0,0,0,Online,1,4597.21,2,Medium,24646.06,black,2188,0
18719,32,F,1,41,88330,1,0,Rent,50035,2020-09-09,Wednesday,Highway,0,0,0,Phone,1,6252.94,4,Medium,5911.53,silver,1651,0
18720,43,M,1,75,103120,1,1,Own,50014,2019-08-03,Saturday,Parking Lot,0,0,7,Phone,1,1301.93,5,Medium,13725.59,silver,1688,0
18721,44,F,1,31,104200,1,1,Rent,85040,2020-07-05,Sunday,Local,0,1,40,Phone,1,4374.05,3,Medium,27886.99,blue,2181,0
18722,48,F,0,73,108560,0,1,Own,15052,2019-01-11,Friday,Highway,0,0,100,Phone,1,5848.09,3,Medium,12912.9,other,2974,0
18723,42,M,1,27,101910,1,1,Rent,80034,2020-07-10,Friday,Parking Lot,0,0,48,Phone,0,4320.56,5,Medium,38122.39,gray,1936,0
18724,52,F,1,87,112470,1,1,Own,50003,2019-05-08,Wednesday,Parking Lot,0,0,91,Broker,0,1574.95,7,Medium,35436.02,black,2430,0
18725,43,M,1,71,102985,1,0,Rent,15033,2019-10-14,Monday,Local,0,0,51,Phone,0,10247.83,2,Medium,40840.76,silver,2214,0
18726,38,M,1,85,96905,1,1,Own,80016,2019-09-26,Thursday,Local,0,1,17,Broker,1,6026.87,5,Large,36326.32,red,3415,0
18727,48,M,1,64,108600,1,1,Rent,85033,2020-06-04,Thursday,Highway,1,0,96,Broker,1,8066.16,6,Compact,33872.37,gray,1416,0
18728,30,F,1,61,84985,1,0,Rent,20140,2019-05-20,Monday,Parking Lot,0,0,86,Broker,1,2239.44,6,Large,12684.62,red,4065,0
18729,55,M,0,69,115395,1,0,Rent,15059,2020-09-20,Sunday,Local,0,1,59,Phone,0,5601.14,6,Medium,13963.8,other,1764,0
18730,20,M,1,70,64725,0,1,Rent,20128,2020-11-07,Saturday,Local,1,1,97,Online,1,4423.55,9,Compact,19324.29,blue,1211,0
18731,49,M,0,60,109595,1,1,Own,80019,2019-03-07,Thursday,Local,2,1,32,Broker,1,4683.60,4,Medium,21850.23,other,1780,1
18732,35,F,0,94,92760,1,0,Own,20110,2020-09-23,Wednesday,Local,0,0,100,Broker,1,8348.30,4,Compact,19621.41,white,1140,0
18733,27,F,1,85,79680,1,1,Rent,50034,2020-08-27,Thursday,Local,0,1,5,Online,1,5047.31,6,Large,22472.64,blue,4188,0
18734,55,M,1,65,115335,0,0,Rent,20132,2019-11-29,Friday,Parking Lot,2,1,49,Broker,1,8514.06,2,Medium,21836.3,silver,1514,1
18735,46,F,1,78,106390,1,0,Rent,20151,2019-10-18,Friday,Parking Lot,0,0,100,Online,1,7838.41,8,Large,22641.23,gray,3292,0
18736,46,F,1,74,106445,0,0,Rent,15050,2019-07-20,Saturday,Parking Lot,0,0,18,Broker,1,9670.84,4,Large,12881.33,gray,4337,0
18737,64,M,1,75,122900,1,0,Own,80031,2020-10-30,Friday,Parking Lot,1,0,98,Phone,1,6022.76,3,Medium,30932.6,other,2978,0
18738,40,F,0,92,99510,0,1,Rent,50025,2020-04-18,Saturday,Local,0,0,0,Phone,0,3499.15,9,Medium,15523.63,gray,2881,0
18739,24,M,0,92,73935,0,0,Own,15025,2019-10-11,Friday,Highway,1,1,7,Online,0,3562.05,8,Large,7104.71,red,4815,1
18740,50,M,1,85,1,0,0,Own,85068,2019-01-04,Friday,Highway,0,0,84,Broker,1,4474.75,3,Compact,13171.6,gray,1216,0
18741,57,F,1,79,117160,0,0,Own,50032,2018-12-19,Wednesday,Local,0,0,93,Phone,0,6274.29,10,Compact,9611.52,black,1017,0
18742,58,M,0,88,117950,1,1,Own,80016,2020-02-20,Thursday,Local,1,0,43,Phone,1,6629.24,5,Large,5592.75,silver,3355,1
18743,62,F,1,76,121420,1,0,Own,85003,2020-08-09,Sunday,Local,2,0,29,Phone,1,8697.31,7,Compact,46795.87,other,1436,0
18744,54,M,1,62,114450,1,0,Own,50047,2019-02-03,Sunday,Parking Lot,0,0,60,Phone,1,4666.81,4,Medium,27031.26,silver,2458,0
18745,32,M,0,37,88235,1,1,Own,85050,2019-12-31,Tuesday,Highway,0,1,4,Broker,0,2590.85,11,Large,34212.07,gray,3271,0
18746,26,M,,86,77865,1,0,Own,20122,2020-11-09,Monday,Highway,0,1,55,Phone,1,4562.75,3,Compact,16008.42,blue,1195,0
18747,25,M,1,47,1759700,0,0,Rent,20165,2019-05-18,Saturday,Local,0,0,89,Online,1,10188.18,6,Medium,33653.32,gray,2186,0
18748,24,F,1,60,73990,0,1,Rent,80021,2020-07-23,Thursday,Parking Lot,0,0,53,Online,1,6270.21,6,Compact,8388.36,silver,1459,0
18749,52,M,1,85,2126100,1,1,Own,80018,2020-07-04,Saturday,Parking Lot,0,0,8,Broker,1,4148.86,2,Medium,29435.62,silver,2429,0
18750,50,F,1,79,110660,1,1,Own,50033,2020-06-24,Wednesday,Local,0,0,2,Broker,0,4512.79,9,Medium,23830.18,gray,2862,0
18751,55,M,1,80,115260,1,0,Own,85013,2019-03-07,Thursday,Local,0,0,21,Phone,1,3280.91,6,Large,9528.65,red,3089,0
18752,37,F,1,79,95560,0,0,Rent,50042,2020-02-22,Saturday,Highway,0,0,30,Phone,1,4675.69,6,Medium,27613.67,gray,2807,0
